parallax,l,b
-1.6017441266669519,350.6107842964033,8.5358742685135
-0.030578577717632942,352.2080506908338,7.598016006168902
-0.03538403248377165,4.355300770104301,12.139114018072588
3.988393478253385,0.8888429392495829,13.803360398620054
-0.3022417135048741,288.5280816896717,-4.668255240577632
-0.20883232776022637,352.24922873994564,7.656757347366646
-0.19054075977955695,287.946748585222,-6.1551356975479585
-0.21892594975452392,288.6916258177404,-5.639029550792423
-0.05001954172993707,288.4096139197132,-4.60209818724877
-0.022905018012183857,351.6012614360365,7.793074138170365
-0.368475638722598,351.90606886568014,7.86876347224268
-2.3548265627586185,350.6204764102342,8.751629750801667
-0.2779852630794554,287.822164330191,-6.1634120159870145
-0.19204762829358504,326.5432936802037,-3.2801476184733325
-0.3227900121204148,351.87219314612327,7.898397391675006
-0.07908474842479439,326.7565793662823,-3.4620399345133284
-0.030759542487204163,326.58184718377333,-3.072595725911038
-0.19736412949680177,326.68321061900195,-3.340949607330828
-0.009533309843826044,351.4352649457086,8.632540233731763
-0.02921427014898808,326.60641844975396,-3.051707208285619
-0.07035169978535243,326.02444646070205,-3.571955750745908
-0.1186886955562847,326.7488491741256,-3.2560637049010888
-0.13505077202174087,326.6731170555792,-3.0126979647438614
-0.18632268774645952,326.71352822623857,-3.1911309041544857
-0.43799415416871224,326.6470523441994,-3.6399629093773083
-1.173957713124032,352.21569184001027,7.872952886989463
-0.026729480624684804,291.50097829315706,-5.831600733486519
-0.0058761491183640935,326.05636559782755,-3.403708136037994
-0.04857673937483997,326.6912401383831,-3.055541163869109
5.065917633714631,66.32713004123666,-4.039311784262136
-0.8393649676746313,351.5088936618592,8.757562134540626
-1.0267278123267078,292.2410779251841,-5.77814649708154
-0.23908010840610905,326.50181360288263,-2.9894268621575355
-0.10730461980433015,326.2086341458385,-3.3945133066652464
-0.004941527107874633,326.37859343394666,-3.4492273363305186
-0.003227016748517088,326.2014483357329,-3.0199903631168503
-0.023008543532534544,292.00244670075443,-5.002899074156871
6.5914817021148675,67.43346914791923,-3.1903423808452276
-0.08986867387547541,302.0038709683318,-1.6658001700631622
-0.023213759184262023,11.649036908422067,8.435936678998036
-0.10262940355550247,305.53930007436685,0.5954944090089058
-0.0058883085993737755,305.7232517719013,0.6865139046298491
-0.208307024444415,292.5118415217336,-5.17479275562548
-2.079854916911426,292.458723485149,-5.246468578801253
-0.013859344343858056,12.656077976115709,7.434394948963547
-4.12125688232006,32.435251106834386,11.381718335805292
-0.0038675953460690776,292.9067992664812,-5.793310279321346
-0.052610852029423255,292.77950060939605,-5.8161635341004665
-0.095765666198629,305.225774245815,-0.2617680927020228
-0.02481264174116157,292.9634557214277,-5.6585575433568325
-1.2582827336547484,296.4095218507986,-1.8828047387221174
-0.11518116487644026,11.71801837364702,8.428961115755667
-0.13546107134137972,297.28981699061774,-2.260684679236468
-0.2889241504200126,11.455993576786641,8.60353342206496
-0.06374932210849274,12.270958137720354,8.848866321690005
-3.5531398449751515,32.706068546908824,11.848847080779123
-0.47068189243933833,305.4039407064048,-0.6050243538980656
-1.1642683384566914,296.92156447052065,-1.6389088234114533
-0.01327508127075214,296.8265675024493,-1.5551786998447592
-0.03277293544178318,305.14785962943677,-0.6787891723772524
-1.0691978308914276,31.804153446804463,12.198284215603522
-0.2791608587087339,297.1527181214724,-2.0560293584376796
-0.07661014792766999,296.7224787994619,-1.0850967939638732
-0.08569609368002984,33.00126476754166,11.9431551998797
-0.023447615602584997,296.3919552324498,-1.6577435526141213
-0.24291138343721283,32.14755077229358,11.70326287050861
-2.201469417231615,32.051926277402245,9.651630221406606
-0.28287696109227334,25.45723698219853,-3.9806906034297365
-0.05041180969254168,305.5407734915836,-1.0887700225483663
4.946599603236697,32.50509659528357,12.858125436747331
-0.01447218312665008,25.51275456647527,-4.171736928615203
-0.006091830153397172,26.463186762394482,-5.337953080553385
-0.29929905851618255,305.4207934775767,-1.1233540959462764
-0.3570401426783263,25.37242236871435,-4.475126213935379
-0.2331851258257304,305.57882542509094,-1.0091032862133342
-0.09490943849402197,31.438015482272352,10.92014613371683
-0.004463138196819132,25.659303089868327,-4.136911787431283
-0.17144270040028065,31.460065039807056,10.534358214917491
-0.025502292430608156,30.77929065725917,10.030643225306191
-0.058968540888206855,31.13912326809044,11.37552386189723
-0.014742243876474291,30.867706449076646,10.1041493019127
-0.8459205464067792,28.628564842326156,-14.603355575593753
-0.12231580580260554,25.712093398426187,-4.695727042903971
-0.08527343813842053,29.71942519676109,-13.492655223630932
-0.01827488967426233,31.797985158514987,9.90369723141307
-0.005787502927758366,32.17722735203721,10.244687761071878
-0.10098609893969776,25.720704324939767,-3.7983058919385173
-0.11942005637477268,25.37195819608117,-4.301536146498625
-0.06155846234003938,30.72505649174187,13.166208155440462
-0.11910174240554339,25.750510594822526,-4.260374384800553
-0.17696829890793483,30.943289914996914,12.57125869126922
-0.019420272754647822,26.650006812770048,-5.234689595062932
-0.2914142307624466,25.25694199669703,-4.083150447766488
-0.011666384077702178,280.0101143520559,-33.08597960094388
-0.00169215744725695,279.7399423493974,-32.848626625561025
-0.06443811168473795,279.791397111425,-32.51521131804135
-0.15523886922011151,279.7675706708988,-32.52803070305775
-0.03989661670907824,279.8779290025897,-32.25408861707957
-0.03516465602414201,279.6829390205489,-32.776131822852854
-0.0077666980813564,25.435374005409173,-4.0670906038847665
-0.07255880832755883,279.9343926417032,-32.94115235625716
-0.027343598350873792,279.8568317249125,-32.89612425470517
-0.03644492859630229,280.4145922171122,-32.585015898154836
-0.6603288616091814,279.6798974648193,-32.681166228867106
-0.018491330671594974,30.487926896983524,-14.163304298431
-0.06774025913640519,279.89262769851103,-32.75938276833564
-0.07044828642063183,279.91883962933645,-32.84095025628759
-0.4023740261744159,279.8838316642582,-32.82279560367038
-0.0973883060321226,280.272932187935,-32.68429604429322
-0.1359652669435048,280.24162086110925,-32.63281078529707
-0.760270915567699,326.4442929120087,2.1530554997350784
-0.02570371131247862,280.15084983873874,-32.914932124490726
-0.027672532020574098,29.560495908502254,-13.85838633391599
-0.01578521290569486,279.77614684354955,-33.12429334963082
5.137596175917724,326.9791573772746,2.6102644017616705
-0.17313317424514918,31.278970026530335,-16.3779237828785
-0.12695523358708125,280.01842932626835,-32.53223204913674
-0.03218592598068517,279.57715795589127,-32.80977418184351
-0.015742121786169936,279.91248343580213,-32.63205292465687
-0.09502425625501128,280.2687737404188,-32.76847696069251
-0.19786910616419742,279.57005869634264,-32.72890620933344
-0.053855228237619075,280.2692477719569,-32.80133766481401
-0.06164088259174383,279.95122415296026,-32.45536031517588
-0.25370445403826897,327.3350559653687,2.8147364453495385
-0.12522053619276527,280.2292137194596,-32.83709141638194
-0.15468601421296974,280.19194752296795,-32.78141700727305
-0.1445843846700276,279.9915473753054,-32.9889078246386
-0.03891966981175225,280.16803728143276,-33.01236164706683
-0.0047241602499355426,280.1337791242586,-32.846745649324944
-0.09975539057665458,280.0448002683087,-33.01282666643256
-0.1483507530947147,280.0131408387697,-33.044682575658236
-0.017985436990460624,279.6434906088436,-32.89285285356953
-0.013084955316544512,327.83322361019253,2.9659251524396884
-0.030584370724679004,280.1488323641388,-32.66988600673879
-0.018649056855282918,279.5849153130933,-32.97599987350094
-0.13547599550370887,279.7307917812539,-33.03272095965288
-0.049378817155645106,279.7024252521492,-33.00690307847855
-0.04238738643005589,279.6610002082812,-33.01714555513137
-1.5001078475588836,327.66047718515057,2.6125500198428635
-0.02995746161379339,279.7569579663935,-32.37944622161976
-0.3016068871380817,51.060081406373406,-3.59755854093567
-0.012204540520707456,44.607359606604895,-5.529875791957746
-0.08672393040481981,43.94648482797111,-4.37691570324214
-0.19908031210385657,44.09668567022793,-3.6867382875000168
-1.3266249631227711,51.35924968154611,-3.853978235749603
-0.5800526069418985,44.41258018939808,-5.033640770782358
-0.021629489040925796,44.42847077703884,-5.023253004541804
-0.1257161519845841,44.601878628071624,-5.271766100659159
4.095260822382183,43.89198629048571,-4.912148678693077
-0.12016693368458355,140.30901831728426,1.9989586702596298
-0.0929079235274147,44.5934158904525,-5.12813791652699
-1.2049506043307032,141.65815610346533,1.9208744401475004
-0.014192022821377819,51.00748479840646,-3.7633395347015477
-0.19970572797729785,51.304403917429504,-3.347471747479178
-0.03250138283522261,43.912307643336305,-4.649181324305549
-0.2908443478499949,50.810253810505166,-3.5448105216021886
-1.2227910456567974,44.73130211716974,-4.935642818106142
-0.0635238062198269,50.91403774142171,-3.535573763636104
-0.03405189955156898,99.16727303594469,20.43169626614792
-0.1196735073241416,338.65660156607373,-14.977159059286418
-0.2528371576715325,114.19021803666303,-0.46492488550654143
4.295781000154221,341.7005176191382,-17.096256448057805
-0.004269061291659173,342.9205999172518,-17.002656738675807
-0.02057877578264104,103.81331735044249,19.751694913104267
7.256903155901752,93.88235730933525,22.200962961594453
-0.1166350836818589,104.33641273639094,19.336989088366224
-0.010665588883154616,116.25242555644374,0.4365896485034094
-0.2951834273170333,116.62229817744121,-0.4403031142957565
-0.008540214944243922,339.85498132399096,-16.10671231630624
-0.2812150625782959,114.38803783627766,0.02188975539961839
-0.039309438493900506,114.98668281970917,0.22630374846511048
-0.01390441087471404,101.70139285230626,19.559405261320645
-0.10161024412014526,102.13586898885397,19.00587303206897
-1.4385253945996084,108.46214974040018,-1.3240291380495866
-0.002045008855950035,341.8813453549142,-16.763793149495303
-0.20303127458737963,116.95306690848146,0.04221887290603738
5.93023378529971,101.30910963650895,18.698494499329847
-0.2162917647422608,109.57512158895099,-1.4242313297518348
-1.2006948552755263,318.1330444083211,-9.531059795248712
-0.05941933779412329,305.9484718818261,-1.512348219540515
-0.02234367411536807,304.83153482029076,-1.7337994692892602
-1.8570506368216546,318.90254179646394,-9.043178230415009
-0.07612710759137589,305.75509676617577,-1.7944621776675482
-0.5736935960156019,4.757653997770465,3.7699241046138425
-1.767766345817987,305.68054038658516,-1.5503262008416627
-0.056849105852739154,107.81072243465579,-1.4501448449948902
-0.6689740151376988,4.598218654784539,5.0473565295419105
-0.14220475454799006,4.3398245188426845,5.115217783132502
-0.2887669704773882,318.24237627290256,-8.804194071825126
-0.17982081902162944,316.86724144296136,-8.037164476770258
-0.03896579727306031,305.9028586788985,-1.685197208017169
8.143128575272915,317.12431482447636,-8.113487846249695
-0.039193245348117925,4.274768629986676,5.316618385843345
-0.19043468401165947,317.2142903603834,-7.977518303383184
-0.25122153630829736,4.386372837793098,5.2059153706842345
-0.22018761986745253,317.04336372410796,-8.676536997411564
-0.14440662545363295,4.577270356187599,3.4876452324627025
-0.3218468428487453,5.0135819264606605,3.6326581012339303
-0.659351438296429,4.425453323243029,5.2005434621829325
-0.16118740141100785,4.836339337578399,3.7301817710568552
-1.650056193507618,4.878435998587593,3.6828060752163156
-0.42176362149174246,318.52413025986294,-8.580136792604996
-0.8346954723168979,4.420195113807235,5.28404748577101
-0.3812133589992489,4.6745253373033195,3.63945849999916
-0.2684464884280336,4.912606537605845,3.785569515818601
-0.1600737015547221,4.747853283303241,5.073033107962687
-0.3345582957243395,305.62463117908675,-1.3411460096263605
-0.04072734857044921,101.98434722334397,4.165014986627676
-0.2900827388922118,4.806587823605477,3.7200028760831167
-0.08449927931578553,4.71330032885281,3.7945904108343074
-0.026788658579656163,305.2448431819473,-1.4698840607406272
-0.021994978030059564,110.25453006994199,-6.65573828535915
-1.1115183011368546,4.807007486992918,3.422385705532927
-0.04599328412113337,108.35118106132612,-6.45868815238231
-0.08381461946685301,4.271819455294267,5.166263580965781
-0.2580650481638976,107.47421340705156,-6.996960583471329
-0.0482654484399956,104.25491214271943,4.709523304459883
-0.04135335187871564,103.29186183128299,4.013590886187945
-3.1190458075244836,108.97757922597962,-6.126369056748572
4.80370788326464,111.21355448570128,-5.516564522854874
-0.03645884251827057,102.61861489170958,4.484679348190263
-0.09138022867544059,17.068291256270104,6.724650335243933
-0.46855220314787926,103.64487242542376,3.325040984583435
-0.023787563124469738,333.7858323543788,8.853381065351495
-0.17515088696541828,17.276417342373588,6.648424023635221
-0.027784762984596197,18.170117273785504,6.77669440658952
-0.1444380853861194,16.629203534501574,6.7310767458051135
-0.18298149207722852,109.43488828134427,-5.9989251769912535
-0.25977847522095365,333.7950822386143,9.417049343415483
5.030337000788646,101.71688211519235,4.978813415751672
-0.2688768424688801,17.121233530849707,6.888507038116985
-0.2042492854221664,48.381191228574856,2.630361220885871
-0.05271878277219619,333.9582242519079,9.707484730864527
4.172666268726505,333.88762987233065,8.631687229080969
-0.12596089386150858,304.1767403439894,7.879351137193251
-0.06562330745388548,333.07507560262883,8.877713919692916
-0.00329624729839483,48.03290723577359,2.641536746956896
-0.024362926980697783,334.2391862699676,10.042396930924397
-0.09296077569638206,306.3332832733153,3.305971537739106
-0.11477823249938564,48.277752124139674,2.364164100376009
-0.005240098504952889,353.09763225347945,-7.555099986160418
-3.326278041795439,48.897102225427744,1.9896771237931634
-0.0113397522685975,354.0399310574676,-8.373375370646054
-0.4967927049714318,353.84865957464734,-7.785128068354446
-0.11597581635490237,49.052208921519565,0.8303074320161404
-0.12286253102565185,354.060665982999,-8.345827648329946
-0.09438748834495689,353.03238823118005,-7.778808349167989
-0.37000441864531297,353.78895051963116,-8.214770177714112
-0.2941722258015957,305.4683297796843,2.5336003717122177
-0.03675489076654768,353.40571736169,-7.730779490250591
-0.003455462054896192,353.7536798372906,-7.806731552784308
-0.5568763124489229,353.194580131002,-7.926909516184126
-0.04703753010754131,353.8176333874918,-7.868900512440546
-0.05638893005604829,353.8203806508698,-7.885398301822935
-0.03330773692509628,305.5210120873664,3.2069962798386102
-0.004286669066748143,353.97285390794724,-8.077785918404226
-0.041096932030819454,353.58452513846686,-7.680514876859628
-0.6300480208447564,353.364775580776,-7.863499940605125
-0.0030008313917230635,353.4858641544462,-7.542215607852606
-0.02179053079023773,354.12184464220474,-8.457777851376344
-0.14639373687485271,353.34979284619374,-7.8300378827600925
-0.1131057549467539,353.7988206465454,-8.446090477453069
-1.2786450578186743,353.54554654141424,-7.97911264343403
-0.30750704666839274,326.01770378002766,1.9163375582581843
-0.05284637878566254,353.19297309719684,-7.678319047356524
-0.24076637516167332,326.0628997990753,1.3485242463182971
-0.8218633061833965,354.0852717211353,-8.148112460376868
-0.021733469796132804,325.0484363557809,-4.382511033993121
-0.006335534982477735,324.5502184962395,-4.027449542923917
-0.19234067090847146,354.3511289913925,-8.335803509629628
-0.016779967893162356,354.4675342360698,-8.54839301165546
-0.1267925790894989,354.4640454778999,-8.530956481812247
-0.018891127483217883,323.72919723496034,-4.033884087402506
-0.04663187393541509,324.9922723350725,-3.8582218335072795
-0.05925237604461598,324.936957312707,-4.178398740076369
-0.021424517621845836,354.5871827955035,-8.419663733397035
-0.03216276862387671,323.9240807456658,-3.828482402061491
-0.006882101929474256,34.0762761305139,16.92166936426559
-1.245994805536231,324.63510050364374,-3.8401671646386064
-0.21218395727039838,30.219601164742038,20.941011651906035
-1.7572351758272968,323.7417154054795,-3.527343161279396
-0.02269832818893182,323.84625307958373,-3.619583465979803
-0.04932546807850237,124.28566846381625,-6.047717036892519
-1.6187023664055888,32.311706230363974,19.3502436685118
-0.21491280182312433,122.88365544142313,-6.8559661282384505
-0.4491393842104939,117.15756156009145,-3.446702254853275
-0.15708548646398693,310.79768825948764,-13.460646041799867
-1.4623423633701342,123.73807396887902,-5.166153930207369
-0.01937596607888989,309.9338056818914,-13.7829668679871
-0.35353256790288395,124.27366451365315,-5.806107713669688
-0.0038256355001467443,310.11326286937765,-14.273247422758303
-0.0037587433939868,311.2907199847145,-12.962202349184176
4.512328440793353,309.9492254296883,-14.593898492243696
8.142441228879006,35.82194054805539,0.21319626967999872
-0.17804035406117313,35.658891692587815,3.8815356027793215
-0.1260634432425376,6.962814781600001,-5.0914142748078115
-0.12129670965048119,7.420290127745302,-5.652437604189329
-0.12374139898799114,35.86561437504175,3.628196487080251
-0.09879636326783801,7.014839607481985,-5.077100035333338
-0.1296245041018142,7.430863470188277,-5.593890697747278
-0.19215751901420197,311.9019955450927,-12.711684202313863
-0.10724193045154504,6.891582359379792,-4.900657848532746
-0.0028756428991800614,6.907871572510967,-4.891183692943161
-0.08079596321073734,6.445718209790738,-10.851391567746182
-0.07985358727022182,7.187891045847509,-10.637918875440773
-0.1349516936611642,36.001293576830506,3.14375680204033
-0.07569272934040029,7.013839403987987,-4.83480793107712
-0.411782149368834,7.078216248317106,-5.783298941226206
-0.06247234268009348,6.826556386655941,-5.323197234601288
6.064183377076348,38.85455339326646,-0.2462578505784192
-0.04887043591258028,7.017695831198085,-4.877820420335405
-0.3228353378759435,7.05937999513679,-4.868323211750499
-0.0067251239760156446,7.598885696113648,-5.529588200443971
4.061678797202309,38.69921178276556,0.5073323239662275
-4.807137869407977E-4,6.899315959739489,-5.293372535416688
-0.16734614160161435,6.519163346258268,-10.589908057880217
-0.023987088940125086,7.354179805036649,-5.511440303353536
-0.12978861296635621,6.8664083821171795,-11.082020382362915
-0.1276743539909078,6.891394345682576,-4.919782821092388
-0.08048836575276215,6.016771561339527,-10.376721383133821
-0.03164516076643561,6.87084274817736,-5.178451902106124
-0.048637353060267875,7.352293468362453,-5.409066791401718
-0.08538518149371875,7.299945141286329,-10.81499441298416
-0.06714017269147098,6.127826370737246,-10.514334731660801
-0.3274506801394644,6.910607021840622,-5.237556339295377
-0.06344936496900769,7.00593648675136,-4.940939600298199
-3.7927390067324374E-4,7.080284571660512,-11.451500068264078
-1.5206160587906918,6.472316965583961,-11.237673544354893
-0.208428241381666,6.829639899405805,-5.088788839349492
-0.04046250288275667,7.25559036728963,-11.485391262204793
-0.22452171421037348,6.378513048941508,-10.803527911487517
-1.0880574405324108,38.522020349636485,-2.5719611174866057
-0.3207086113818466,37.97569910616991,-1.9346425509365455
-0.15741674491526447,5.90459448206754,-10.585113546432952
-0.06636947293998795,339.33734769014507,4.895375505150452
-0.8144351617144125,37.70682910709666,-1.7123469502788826
-0.7761813937840365,37.56001082089288,-1.6347968339142567
-0.04912316555795457,339.0139834945796,5.765744466229071
-0.023452718880982243,37.91175719288189,-1.4732549699483832
-0.05353055608103589,37.89166439911858,-1.255436016497044
-0.03344608420878023,135.00889619483803,-9.722691439182363
-0.8505572511047711,133.59580771518395,-9.687572001879865
-0.22942014523250226,329.1570446021968,-0.8603276988393487
-0.053686820071867175,135.19531616967612,-10.941311054994939
-1.550914241715545,133.3412557578865,-13.418809512221488
-0.05294167088685988,339.18002812042903,4.063104090845696
16.523350491088117,132.8736902677755,-11.3842908494138
-0.0899152827198958,330.30978017050757,-2.259386239681739
-0.8654311579632462,339.56055126213676,5.003699800526983
-0.08713314002309397,135.37202048613977,-8.664204349980196
-0.05597639792581748,330.0086478866041,-2.0818328865143445
-0.2385696864489537,330.284716184707,-2.191568901934851
-0.04292986661181634,339.3560988781131,4.613808174551219
-0.17711466946610477,329.9998194944631,-2.0011987592808422
-0.16212068851125838,132.7089443963496,-13.396201101954276
-0.07418362770103187,338.68644011491136,4.903041556700132
5.743373670909001,133.6706421815917,-11.286298747382858
-0.3754154325228393,329.6674666821258,-0.8334989169949145
-0.016098648338544103,244.84699498899664,-5.77278977585165
-3.0706776347686544,330.314098084077,-2.0090023953699196
-0.06488759508402013,330.57624315380934,-1.9230590362227309
-0.08190537719054114,330.19984978115093,-2.1949907102981983
-0.09987659835420185,330.48528794725394,-2.147848529544057
-0.2697427728935127,244.49261055596583,-6.608440388130489
-0.016873934120191794,250.1308311615963,-4.4016964891665955
-0.07275105472539803,210.80068205054684,-0.3105154504735264
-0.46709184160081996,43.83531263990802,3.9177663581260713
-0.031003177506898814,245.0661847713897,-5.694383580380096
-0.026311035173215036,210.23642507730597,-0.6326981799817946
-0.022794255448291986,210.21930796180973,-0.5661943678211087
-0.02345665260269085,43.817062135760985,4.296125328592485
-0.011260231850112209,205.42279779152105,-4.482437907877049
-0.37502377359275957,206.73750368044847,-5.211273887345234
-0.9041893862940761,205.52180718593885,-4.314962133229367
-0.0427118118801426,212.15042581208743,-1.3172874932621899
4.844020872317695,57.89931595316104,-11.50443435918595
-0.09047067104774623,210.93764813593066,-1.790301940793617
-0.028085597122881747,211.23939385080675,0.3161750657009265
-1.3167781340790174,206.73016439457723,-4.754659624155244
-0.10739844098126954,58.79233220171642,-10.97226579480164
-0.31869367339282173,56.878260709537834,-9.48005864008566
-0.025478177131365867,206.75995002032238,-4.147731859845711
-1.027420966219666,210.74697400276526,-1.2498615828172666
-0.010734881565515705,211.42825211127862,-1.64446262865685
-0.005815581759640004,57.6575458332262,-9.49300814367126
-0.11343917146266867,57.594777593685436,-9.313292695978202
-0.0857678428467429,57.824047111884525,-10.816867111495592
-0.6155740885390931,57.94142307167881,-10.9694919508834
-0.025237631795558532,57.116784494437184,-8.96539288524055
-0.030764599647920027,57.307165423284616,-9.121620194073301
-0.048657033478437466,219.3719685799763,-11.061783144060596
-2.0687119728106578,59.5366428172805,-10.303577873626477
4.061286893159271,220.80680564334995,-9.634493009220183
-0.8526101775432564,220.51918111582793,-6.745285447206393
-0.6622236511494917,343.52365758696857,-11.242382167097091
-0.0544052620647721,59.10628708574994,-11.91863622486635
-0.050425586771295425,58.29484175419347,-9.963092666962593
-0.031056641099760106,219.66680493243527,-9.017312622414165
-0.02633276454528315,343.84062910573925,-11.787326619038694
